PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,isAlone
1,0,0.9112323732939666,"Braund, Mr. Owen Harris",True,-0.5303766406838787,0.5245701327095161,-0.5058951460295407,A/5 21171,-0.5189778652472695,,S,-0.7339841393273954,1.141589158345336
2,1,-1.4763636433368303,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",False,0.5718309940031748,0.5245701327095161,-0.5058951460295407,PC 17599,0.6918967500566986,C85,C,1.0920251829017344,1.141589158345336
3,1,0.9112323732939666,"Heikkinen, Miss. Laina",False,-0.2548247320121152,-0.5517030706082842,-0.5058951460295407,STON/O2. 3101282,-0.5062135634647567,,S,0.17902052178716954,-0.8759718789283519
4,1,-1.4763636433368303,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",False,0.36516706249935227,0.5245701327095161,-0.5058951460295407,113803,0.3480491521278609,C123,S,1.0920251829017344,1.141589158345336
5,0,0.9112323732939666,"Allen, Mr. William Henry",True,0.36516706249935227,-0.5517030706082842,-0.5058951460295407,373450,-0.5038498038754025,,S,-0.7339841393273954,-0.8759718789283519
7,0,-1.4763636433368303,"McCarthy, Mr. Timothy J",True,1.6740386286902287,-0.5517030706082842,-0.5058951460295407,17463,0.324647932193254,E46,S,-0.7339841393273954,-0.8759718789283519
8,0,0.9112323732939666,"Palsson, Master. Gosta Leonard",True,-1.9081361840426962,2.677116539345117,0.6668617834025762,349909,-0.257546054664692,,S,2.0050298440163,1.141589158345336
9,1,0.9112323732939666,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",False,-0.18593675484417446,-0.5517030706082842,1.839618712834693,347742,-0.4455443643405553,,S,1.0920251829017344,1.141589158345336
10,1,-0.2825656350214319,"Nasser, Mrs. Nicholas (Adele Achem)",False,-1.0814804580274053,0.5245701327095161,-0.5058951460295407,237736,-0.08743478655338986,,C,1.0920251829017344,1.141589158345336
11,1,0.9112323732939666,"Sandstrom, Miss. Marguerite Rut",False,-1.7703602297068137,0.5245701327095161,0.6668617834025762,PP 9549,-0.3402776402920899,G6,S,0.17902052178716954,1.141589158345336
12,1,-1.4763636433368303,"Bonnell, Miss. Elizabeth",False,1.9495905373619917,-0.5517030706082842,-0.5058951460295407,113783,-0.15401338465097678,C103,S,0.17902052178716954,-0.8759718789283519
13,0,0.9112323732939666,"Saundercock, Mr. William Henry",True,-0.6681525950197603,-0.5517030706082842,-0.5058951460295407,A/5. 2151,-0.5038498038754025,,S,-0.7339841393273954,-0.8759718789283519
14,0,0.9112323732939666,"Andersson, Mr. Anders Johan",True,0.6407189711711156,0.5245701327095161,5.3578895011310435,347082,-0.06466327217338706,,S,-0.7339841393273954,1.141589158345336
15,0,0.9112323732939666,"Vestrom, Miss. Hulda Amanda Adolfina",False,-1.0814804580274053,-0.5517030706082842,-0.5058951460295407,350406,-0.5075523968961669,,S,0.17902052178716954,-0.8759718789283519
16,1,-0.2825656350214319,"Hewlett, Mrs. (Mary D Kingcome) ",False,1.7429266058581692,-0.5517030706082842,-0.5058951460295407,248706,-0.3535146939924735,,S,1.0920251829017344,-0.8759718789283519
17,0,0.9112323732939666,"Rice, Master. Eugene",True,-1.9081361840426962,3.7533897426629173,0.6668617834025762,382652,-0.10531993711027966,,Q,2.0050298440163,1.141589158345336
19,0,0.9112323732939666,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",False,0.08961515382758886,0.5245701327095161,-0.5058951460295407,345763,-0.3156945405628059,,S,1.0920251829017344,1.141589158345336
21,0,-0.2825656350214319,"Fynney, Mr. Joseph J",True,0.36516706249935227,-0.5517030706082842,-0.5058951460295407,239865,-0.16441392684413536,,S,-0.7339841393273954,-0.8759718789283519
22,1,-0.2825656350214319,"Beesley, Mr. Lawrence",True,0.29627908533141145,-0.5517030706082842,-0.5058951460295407,248698,-0.410244924136975,D56,S,-0.7339841393273954,-0.8759718789283519
23,1,0.9112323732939666,"McGowan, Miss. Anna ""Annie""",False,-1.0125924808594646,-0.5517030706082842,-0.5058951460295407,330923,-0.5042431334710711,,Q,0.17902052178716954,-0.8759718789283519
24,1,-1.4763636433368303,"Sloper, Mr. William Thompson",True,-0.11704877767623353,-0.5517030706082842,-0.5058951460295407,113788,0.015231801946785752,A6,S,-0.7339841393273954,-0.8759718789283519
25,0,0.9112323732939666,"Palsson, Miss. Torborg Danira",False,-1.4948083210350505,2.677116539345117,0.6668617834025762,349909,-0.257546054664692,,S,0.17902052178716954,1.141589158345336
26,1,0.9112323732939666,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",False,0.5718309940031748,0.5245701327095161,5.3578895011310435,347077,-0.06253588854296825,,S,1.0920251829017344,1.141589158345336
28,0,-1.4763636433368303,"Fortune, Mr. Charles Alexander",True,-0.7370405721877011,2.677116539345117,1.839618712834693,19950,4.317274254571479,C23 C25 C27,S,-0.7339841393273954,1.141589158345336
31,0,-1.4763636433368303,"Uruchurtu, Don. Manuel E",True,0.7096069483390566,-0.5517030706082842,-0.5058951460295407,PC 17601,-0.13187346683324938,,C,2.9180345051308647,-0.8759718789283519
34,0,-0.2825656350214319,"Wheadon, Mr. Edward H",True,2.5006943547055185,-0.5517030706082842,-0.5058951460295407,C.A. 24579,-0.4575201159240595,,S,-0.7339841393273954,-0.8759718789283519
35,0,-1.4763636433368303,"Meyer, Mr. Edgar Joseph",True,-0.11704877767623353,0.5245701327095161,-0.5058951460295407,PC 17604,0.8977802102894518,,C,-0.7339841393273954,1.141589158345336
36,0,-1.4763636433368303,"Holverson, Mr. Alexander Oskar",True,0.8473829026749382,0.5245701327095161,-0.5058951460295407,113789,0.3272480677415437,,S,-0.7339841393273954,1.141589158345336
38,0,0.9112323732939666,"Cann, Mr. Ernest Charles",True,-0.5992646178518195,-0.5517030706082842,-0.5058951460295407,A./5. 2152,-0.5038498038754025,,S,-0.7339841393273954,-0.8759718789283519
39,0,0.9112323732939666,"Vander Planke, Miss. Augusta Maria",False,-0.8059285493556421,1.6008433360273164,-0.5058951460295407,345764,-0.3156945405628059,,S,0.17902052178716954,1.141589158345336
40,1,0.9112323732939666,"Nicola-Yarred, Miss. Jamila",False,-1.0814804580274053,0.5245701327095161,-0.5058951460295407,2651,-0.4434945120246673,,C,0.17902052178716954,1.141589158345336
41,0,0.9112323732939666,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",False,0.7096069483390566,0.5245701327095161,-0.5058951460295407,7546,-0.4769029445567641,,S,1.0920251829017344,1.141589158345336
